id,age,income,loan_amount,loan_term,credit_score,employment_status,loan_purpose,existing_loans,income_variability,loan_status
2795,39,5866,13830,36,789,Self-Employed,Car,1,Low,0
2796,28,10937,48702,12,736,Employed,Education,4,Low,0
2797,43,4002,14334,60,337,Employed,Business,4,Low,1
2798,62,2239,15312,60,782,Unemployed,Car,1,High,1
2799,55,13085,30127,60,614,Unemployed,Business,3,High,1
2800,51,3944,41043,48,783,Self-Employed,Car,1,Low,0
2801,55,8561,5976,48,396,Employed,Home,1,Low,1
2802,52,11047,49174,60,316,Unemployed,Education,4,Low,1
2803,25,13707,16739,60,746,Unemployed,Education,2,Low,0
2804,36,12838,9069,12,578,Unemployed,Education,2,Low,1
2805,37,7867,20604,12,751,Self-Employed,Home,2,Low,0
2806,52,5194,19612,36,328,Self-Employed,Education,1,Low,1
2807,58,14707,44170,36,845,Employed,Education,1,High,1
2808,52,9733,5345,48,309,Self-Employed,Business,3,Low,1
2809,40,8359,42710,24,400,Employed,Business,4,Low,1
2810,22,9587,24326,12,386,Employed,Car,1,Low,1
2811,40,6804,14363,36,769,Employed,Education,0,Low,0
2812,38,12790,8770,12,600,Unemployed,Car,0,High,0
2813,21,3353,49121,12,505,Unemployed,Business,4,Low,1
2814,49,12227,13424,24,381,Unemployed,Home,0,Low,0
2815,49,4880,16990,12,511,Self-Employed,Business,0,Low,0
2816,39,2679,13048,24,418,Unemployed,Car,4,Low,1
2817,64,10678,33722,24,435,Employed,Home,1,High,1
2818,60,5620,49867,12,676,Self-Employed,Home,1,High,1
2819,26,13842,49659,12,727,Self-Employed,Home,3,Low,0
2820,64,14910,37137,36,613,Unemployed,Car,1,Low,0
2821,59,11630,20573,12,703,Unemployed,Home,0,High,1
2822,28,6314,21834,12,542,Unemployed,Business,0,Low,1
2823,44,8864,14554,12,644,Unemployed,Business,3,Low,0
2824,40,3484,38118,36,723,Self-Employed,Car,4,Low,1
2825,34,2690,32272,24,315,Self-Employed,Business,0,Low,1
2826,25,10083,47268,36,815,Employed,Car,1,Low,1
2827,61,8125,41772,12,565,Self-Employed,Car,1,Low,0
2828,60,11204,16117,60,319,Self-Employed,Home,1,Low,0
2829,54,8668,26062,12,310,Unemployed,Car,0,Low,0
2830,36,14734,21628,36,319,Employed,Business,2,Low,1
2831,27,4347,18015,36,578,Self-Employed,Car,0,Low,1
2832,36,5708,9734,48,632,Unemployed,Home,0,Low,0
2833,27,14662,20162,60,846,Unemployed,Car,2,Low,1
2834,47,8376,49505,36,700,Employed,Home,2,High,1
2835,34,9930,14659,24,337,Self-Employed,Home,1,Low,0
2836,34,12114,21795,12,382,Self-Employed,Home,1,Low,1
2837,64,2637,38581,24,331,Self-Employed,Car,1,Low,0
2838,53,7866,33917,36,353,Self-Employed,Car,0,Low,1
2839,53,8793,23114,36,836,Employed,Education,4,Low,0
2840,64,5008,11643,24,344,Unemployed,Education,3,Low,1
2841,40,9216,18269,24,593,Unemployed,Education,4,High,0
2842,56,12425,23358,48,424,Employed,Home,2,High,0
2843,27,9372,38317,12,847,Self-Employed,Business,0,High,1
2844,52,12317,37493,24,643,Unemployed,Education,0,Low,1
2845,23,7600,23321,12,722,Self-Employed,Car,3,Low,1
2846,59,13649,5203,60,466,Unemployed,Home,4,High,1
2847,49,14481,20718,36,568,Self-Employed,Home,2,Low,0
2848,44,13366,41356,24,493,Employed,Car,3,Low,0
2849,42,13880,40304,60,423,Self-Employed,Education,0,High,1
2850,26,3399,27172,36,570,Self-Employed,Education,3,Low,1
2851,44,12526,13298,48,357,Employed,Business,1,Low,1
2852,60,10003,25195,36,358,Employed,Car,4,Low,1
2853,43,3505,40469,24,749,Self-Employed,Car,2,Low,1
2854,58,7842,49857,60,516,Self-Employed,Education,1,High,0
2855,30,10441,15411,60,781,Self-Employed,Business,4,Low,1
2856,36,7320,12825,60,543,Unemployed,Business,1,Low,1
2857,31,10727,36238,36,402,Self-Employed,Car,3,High,1
2858,52,13724,43742,12,816,Unemployed,Education,2,Low,0
2859,26,8443,9090,12,563,Unemployed,Car,3,Low,0
2860,44,5549,28340,36,540,Unemployed,Education,3,High,0
2861,53,8952,32151,24,528,Employed,Car,4,Low,1
2862,32,10649,48327,36,751,Employed,Home,2,High,0
2863,47,4738,14252,12,754,Unemployed,Home,2,Low,0
2864,58,5369,40314,36,843,Unemployed,Business,3,High,1
2865,38,6135,8736,60,673,Unemployed,Home,2,Low,1
2866,59,9983,6672,24,323,Employed,Car,0,Low,0
2867,33,13888,5401,24,605,Employed,Education,2,Low,0
2868,60,5411,20322,48,673,Employed,Education,3,Low,1
2869,50,7635,30177,36,486,Unemployed,Education,0,High,1
2870,61,6069,16191,60,411,Unemployed,Home,0,High,0
2871,33,8251,42081,36,792,Self-Employed,Home,4,Low,1
2872,54,13579,19665,48,593,Self-Employed,Education,3,Low,0
2873,56,5185,49412,48,721,Employed,Car,2,High,1
2874,50,5238,49594,36,448,Employed,Car,0,Low,1
2875,45,10452,44047,36,450,Self-Employed,Business,3,High,1
2876,22,7737,36513,36,473,Employed,Education,4,High,0
2877,56,11439,7967,12,496,Unemployed,Education,1,Low,1
2878,38,13525,42018,48,554,Self-Employed,Car,1,High,1
2879,25,13514,29795,24,713,Unemployed,Education,2,Low,0
2880,39,4573,8238,12,467,Self-Employed,Business,1,Low,1
2881,62,8853,13513,60,381,Self-Employed,Car,0,High,0
2882,38,2125,7738,24,369,Employed,Car,0,Low,1
2883,52,11421,9936,24,725,Unemployed,Home,3,High,1
2884,41,13403,39604,24,701,Unemployed,Business,2,Low,1
2885,30,13325,35806,48,824,Unemployed,Home,3,Low,0
2886,57,3306,6568,60,511,Unemployed,Business,3,Low,1
2887,42,4101,48282,12,401,Employed,Home,2,High,1
2888,33,2135,35860,60,637,Unemployed,Education,3,Low,0
2889,37,12569,9720,12,632,Employed,Car,1,Low,0
2890,29,9311,45725,48,504,Self-Employed,Education,4,Low,0
2891,44,3459,48923,60,786,Unemployed,Education,3,Low,1
2892,64,6231,13544,24,528,Employed,Business,0,Low,1
2893,34,9656,30604,60,488,Self-Employed,Business,0,Low,1
2894,28,2812,44293,48,398,Unemployed,Business,1,High,1
2895,57,9900,21083,48,710,Unemployed,Education,3,Low,1
2896,39,11043,12935,48,759,Employed,Car,3,Low,1
2897,48,11936,35029,12,493,Self-Employed,Home,2,High,1
2898,61,12130,31585,60,319,Self-Employed,Business,3,Low,0
2899,50,9568,28898,24,610,Self-Employed,Car,3,High,1
2900,27,2870,28449,24,378,Self-Employed,Car,0,Low,0
2901,46,10826,11737,36,469,Unemployed,Business,2,Low,1
2902,60,2668,40308,48,545,Self-Employed,Education,3,Low,1
2903,31,3293,25203,24,771,Employed,Education,1,Low,1
2904,34,13280,34059,48,398,Employed,Home,3,Low,0
2905,41,10460,30448,24,621,Unemployed,Car,2,Low,0
2906,28,11052,22218,60,440,Employed,Home,1,Low,1
2907,23,10673,24708,36,408,Unemployed,Education,1,Low,0
2908,48,13482,22013,48,612,Self-Employed,Education,1,High,1
2909,49,5390,7986,12,420,Unemployed,Home,0,Low,0
2910,43,11453,29317,12,398,Self-Employed,Home,0,Low,1
2911,38,12524,30382,24,793,Employed,Car,1,Low,1
2912,55,10294,11485,60,443,Unemployed,Home,0,High,1
2913,33,13986,35504,48,409,Self-Employed,Home,1,High,1
2914,32,7549,28528,36,783,Unemployed,Car,1,High,0
2915,25,6887,16772,60,429,Self-Employed,Education,4,Low,1
2916,59,6334,15152,24,699,Unemployed,Car,0,Low,1
2917,31,12884,17531,60,805,Unemployed,Education,4,Low,1
2918,31,7684,35078,36,509,Unemployed,Education,1,Low,1
2919,62,13863,43635,60,660,Unemployed,Home,1,Low,1
2920,51,11073,30919,48,453,Self-Employed,Business,4,Low,1
2921,51,8750,27900,24,832,Self-Employed,Home,2,Low,1
2922,33,4235,42394,36,846,Unemployed,Business,1,Low,1
2923,34,6983,40030,24,659,Unemployed,Business,0,Low,0
2924,62,9752,7414,48,609,Employed,Home,3,Low,1
2925,45,13226,15353,36,773,Self-Employed,Home,3,High,1
2926,53,7019,20559,36,599,Self-Employed,Home,3,Low,0
2927,53,10041,17312,24,640,Self-Employed,Business,4,High,1
2928,35,4577,32557,60,303,Self-Employed,Education,1,High,1
2929,36,2675,43008,60,468,Employed,Business,2,High,0
2930,64,4439,19053,12,719,Unemployed,Car,0,Low,1
2931,58,11873,46817,12,579,Unemployed,Home,3,Low,0
2932,26,7587,42890,36,688,Unemployed,Business,3,Low,1
2933,64,7945,9993,24,484,Employed,Business,0,High,1
2934,45,11468,23876,36,622,Employed,Education,3,Low,1
2935,35,6767,13211,24,310,Unemployed,Home,4,High,0
2936,24,9004,18515,48,577,Employed,Car,1,Low,1
2937,24,9728,46765,12,438,Employed,Education,1,High,1
2938,50,13439,21335,36,385,Employed,Business,2,Low,1
2939,54,8609,7175,48,530,Employed,Business,4,Low,0
2940,47,6934,7405,60,750,Unemployed,Car,2,Low,1
2941,51,5648,12341,12,437,Employed,Business,3,Low,0
2942,52,9131,29284,24,830,Unemployed,Business,1,Low,0
2943,64,3312,33002,60,637,Self-Employed,Home,2,Low,0
2944,59,11265,30456,60,455,Employed,Education,2,Low,0
2945,29,6099,31260,48,316,Self-Employed,Car,4,Low,1
2946,61,3654,48924,36,560,Self-Employed,Home,3,Low,1
2947,28,13939,20963,36,459,Employed,Home,0,Low,0
2948,34,14280,22989,48,608,Unemployed,Education,4,High,1
2949,53,12085,23941,60,380,Unemployed,Home,4,Low,0
2950,43,8018,30019,12,512,Unemployed,Business,3,High,1
2951,41,3285,20779,60,726,Employed,Car,0,Low,1
2952,32,9852,23426,48,641,Employed,Home,4,Low,1
2953,22,10726,35183,60,658,Unemployed,Car,2,High,0
2954,33,9046,5778,60,505,Unemployed,Car,2,Low,0
2955,24,13639,40927,60,635,Self-Employed,Car,2,Low,0
2956,40,7180,11395,60,560,Self-Employed,Business,2,Low,0
2957,34,3379,39514,12,542,Employed,Car,0,High,1
2958,50,2645,10974,24,694,Unemployed,Education,3,Low,0
2959,49,10215,10150,24,636,Unemployed,Car,3,High,0
2960,28,7412,17132,36,578,Employed,Business,0,Low,0
2961,32,6652,47811,24,548,Unemployed,Business,3,Low,1
2962,61,8834,23492,24,329,Employed,Education,2,Low,1
2963,58,6451,42442,24,430,Self-Employed,Education,0,Low,0
2964,46,8103,41764,60,823,Unemployed,Business,2,Low,1
2965,22,9084,27466,60,759,Unemployed,Business,3,High,1
2966,60,14862,14550,12,694,Employed,Education,4,High,0
2967,34,6124,40394,60,827,Employed,Business,0,Low,1
2968,26,2364,38258,60,712,Employed,Home,1,Low,0
2969,62,4655,14487,24,416,Employed,Car,1,High,1
2970,60,10600,15273,12,448,Self-Employed,Business,2,Low,0
2971,51,9433,35931,12,408,Employed,Business,3,High,1
2972,37,3314,24755,24,535,Unemployed,Business,2,Low,0
2973,45,7272,18684,24,726,Unemployed,Home,1,Low,1
2974,52,2218,31748,12,816,Unemployed,Car,0,Low,1
2975,32,6703,16366,48,479,Unemployed,Education,2,Low,1
2976,33,7131,36863,24,695,Self-Employed,Home,3,High,1
2977,39,3539,33329,24,300,Self-Employed,Home,1,Low,0
2978,64,5433,42757,12,307,Self-Employed,Education,0,Low,0
2979,45,3602,49789,48,443,Employed,Education,2,Low,0
2980,51,4704,31525,48,574,Unemployed,Business,0,Low,1
2981,57,7064,41148,36,586,Unemployed,Education,4,High,1
2982,45,5648,43457,48,789,Self-Employed,Home,1,Low,0
2983,36,3105,46371,24,330,Employed,Business,2,Low,1
2984,58,7736,45241,60,751,Self-Employed,Education,0,Low,1
2985,63,7812,6676,12,543,Unemployed,Home,2,Low,0
2986,43,13603,45558,24,439,Unemployed,Car,3,Low,1
2987,34,4488,10282,12,700,Self-Employed,Education,3,Low,1
2988,26,10808,31222,48,840,Unemployed,Home,2,High,0
2989,45,14513,18376,12,463,Self-Employed,Business,1,Low,1
2990,43,4418,14431,24,403,Self-Employed,Education,2,High,0
2991,63,2027,38370,60,362,Self-Employed,Education,2,Low,0
2992,32,13247,6937,24,314,Self-Employed,Business,2,Low,1
2993,33,10207,29505,36,793,Unemployed,Business,2,Low,1
2994,56,13540,29601,12,478,Employed,Home,1,High,0
2995,59,10524,44580,24,822,Unemployed,Business,4,Low,1
2996,54,14770,34255,48,740,Self-Employed,Home,4,High,1
2997,26,9977,6067,48,824,Unemployed,Home,0,High,0
2998,58,6661,18401,24,787,Employed,Business,1,Low,0
2999,60,12353,43020,36,610,Unemployed,Education,1,Low,1
3000,28,12277,18472,12,429,Self-Employed,Business,1,High,1
3001,28,6549,38147,36,765,Employed,Business,3,Low,1
3002,60,5953,30860,60,801,Unemployed,Car,1,Low,0
3003,53,12981,25131,24,562,Employed,Car,3,Low,1
3004,54,6261,10196,36,470,Unemployed,Business,4,Low,1
3005,64,10123,26516,60,705,Employed,Education,4,High,1
3006,35,12444,27424,36,324,Self-Employed,Education,3,Low,0
3007,56,6973,18881,60,748,Self-Employed,Home,2,Low,1
3008,55,10436,35593,48,459,Employed,Business,4,Low,1
3009,42,12086,49887,48,516,Unemployed,Business,2,Low,0
3010,43,3356,46505,24,789,Self-Employed,Car,0,Low,0
3011,60,11134,10259,36,579,Unemployed,Car,3,Low,1
3012,42,5467,29850,48,380,Employed,Car,0,Low,0
3013,25,8964,49401,12,424,Unemployed,Home,3,Low,1
3014,51,9067,36593,48,469,Employed,Business,0,Low,1
3015,33,13384,15461,48,389,Unemployed,Car,0,Low,1
3016,48,3745,32684,36,679,Employed,Business,1,High,1
3017,40,14697,40690,60,410,Employed,Home,4,Low,0
3018,53,12549,34824,12,463,Employed,Education,3,Low,1
3019,36,5879,8387,12,714,Employed,Home,4,Low,1
3020,49,5777,26826,60,454,Unemployed,Business,1,Low,1
3021,43,4115,19553,36,493,Self-Employed,Business,4,Low,0
3022,44,8257,47830,48,775,Employed,Business,3,High,1
3023,54,4267,11959,60,320,Employed,Education,1,High,0
3024,27,4267,47715,12,408,Self-Employed,Business,2,Low,1
3025,58,11688,34379,12,698,Self-Employed,Car,1,Low,0
3026,57,12988,27674,48,428,Employed,Education,3,Low,1
3027,24,9086,14559,48,808,Employed,Education,0,Low,0
3028,54,6481,37252,24,579,Unemployed,Education,4,Low,1
3029,62,9465,31104,60,726,Self-Employed,Home,0,Low,0
3030,42,2929,5551,48,326,Unemployed,Home,2,Low,0
3031,25,9773,5133,24,643,Employed,Home,0,Low,1
3032,62,5324,11607,36,700,Employed,Education,4,Low,1
3033,43,14692,16103,12,594,Employed,Education,0,Low,1
3034,35,6587,47973,60,495,Employed,Business,1,Low,1
3035,51,2356,34858,36,455,Self-Employed,Education,3,Low,0
3036,29,6310,44367,60,739,Unemployed,Car,0,Low,1
3037,63,6064,18372,60,400,Self-Employed,Home,3,High,0
3038,45,7499,42892,48,799,Employed,Business,3,High,1
3039,45,5841,38828,24,584,Unemployed,Car,3,High,0
3040,41,14122,19048,60,368,Employed,Car,1,Low,1
3041,29,11018,35423,36,685,Self-Employed,Car,3,Low,1
3042,58,7333,23570,60,751,Employed,Education,0,Low,1
3043,42,8671,24049,24,437,Self-Employed,Home,3,Low,1
3044,63,9059,40938,12,547,Self-Employed,Car,1,High,1
3045,43,2665,15919,60,402,Employed,Business,3,Low,1
3046,24,8853,36680,36,809,Employed,Home,0,Low,1
3047,49,12220,41874,12,674,Self-Employed,Home,1,Low,1
3048,35,13883,41189,12,454,Unemployed,Education,2,Low,1
3049,21,12774,21303,48,386,Self-Employed,Car,2,Low,1
3050,50,2553,40046,48,781,Unemployed,Business,0,Low,1
3051,49,10519,22548,60,508,Self-Employed,Education,4,Low,1
3052,40,9045,22001,36,477,Employed,Home,3,High,1
3053,53,11380,37699,48,557,Self-Employed,Car,4,Low,1
3054,61,9283,33720,24,572,Unemployed,Home,1,Low,1
3055,64,2149,38218,24,323,Unemployed,Home,3,Low,1
3056,56,14944,14990,12,699,Unemployed,Education,4,Low,0
3057,42,4853,17778,12,652,Unemployed,Business,0,Low,1
3058,33,12128,45140,12,600,Unemployed,Car,1,Low,0
3059,27,14580,39660,24,309,Self-Employed,Education,3,Low,1
3060,28,4736,26912,48,342,Employed,Business,2,Low,0
3061,48,2956,31798,48,350,Employed,Education,3,Low,1
3062,63,13440,8808,60,406,Self-Employed,Business,1,Low,1
3063,29,7180,14476,36,534,Employed,Home,2,Low,1
3064,45,10607,21606,24,789,Self-Employed,Car,0,Low,1
3065,36,13646,33940,12,774,Unemployed,Car,3,Low,1
3066,30,4645,28337,36,591,Self-Employed,Car,4,Low,1
3067,31,5774,28420,12,780,Employed,Education,4,High,1
3068,51,7013,34590,36,759,Employed,Education,0,Low,1
3069,32,2084,34056,36,724,Employed,Business,1,Low,1
3070,51,3935,6609,48,628,Self-Employed,Education,0,Low,1
3071,34,11608,34297,60,484,Self-Employed,Home,1,Low,0
3072,64,11262,32866,60,805,Self-Employed,Business,2,Low,0
3073,52,13604,38991,12,777,Employed,Education,1,High,0
3074,37,11713,6907,24,313,Self-Employed,Car,2,High,1
3075,55,8749,19978,60,392,Self-Employed,Home,3,Low,0
3076,21,3501,30938,24,479,Employed,Car,3,Low,1
3077,49,14283,15943,12,604,Unemployed,Business,0,Low,0
3078,24,8569,10810,24,774,Unemployed,Business,0,Low,0
3079,43,4473,49929,36,841,Employed,Education,3,Low,1
3080,48,2735,42705,36,823,Employed,Business,4,High,1
3081,36,4838,27132,12,410,Unemployed,Business,2,Low,0
3082,32,4562,22615,24,714,Self-Employed,Car,3,Low,0
3083,41,5906,14939,24,720,Employed,Business,4,Low,0
3084,37,3272,48518,12,710,Unemployed,Home,1,High,0
3085,60,6836,34954,60,822,Self-Employed,Education,3,Low,0
3086,33,3862,5737,48,628,Employed,Business,4,High,0
3087,52,6226,25820,60,571,Unemployed,Home,3,Low,1
3088,57,11955,47911,48,313,Self-Employed,Education,1,Low,1
3089,35,14610,17321,24,474,Self-Employed,Home,1,Low,0
3090,32,11014,37567,48,457,Unemployed,Home,2,Low,0
3091,35,2542,9418,48,533,Self-Employed,Business,1,Low,1
3092,54,8209,47164,24,440,Unemployed,Car,1,High,1
3093,26,4765,6986,36,780,Unemployed,Education,2,Low,0
3094,37,9268,38114,48,418,Self-Employed,Business,3,Low,0
3095,40,12270,43593,12,681,Unemployed,Business,3,Low,0
3096,29,2884,38983,60,820,Unemployed,Education,2,High,0
3097,25,14478,48728,24,709,Employed,Education,3,High,0
3098,43,5649,27182,24,348,Unemployed,Business,3,Low,1
3099,53,14702,36989,48,669,Self-Employed,Home,4,High,1
3100,58,8890,38012,36,632,Unemployed,Car,2,Low,1
3101,34,5571,28442,36,448,Self-Employed,Car,2,Low,1
3102,37,5933,16243,60,456,Employed,Education,0,Low,1
3103,39,7856,5132,60,451,Self-Employed,Education,4,Low,1
3104,53,5666,20556,36,760,Unemployed,Home,3,Low,1
3105,21,11913,22754,36,675,Self-Employed,Home,0,High,1
3106,33,10566,38855,36,724,Employed,Business,4,High,0
3107,47,2557,14839,48,347,Employed,Home,3,High,1
3108,26,11472,47851,12,634,Employed,Car,4,High,0
3109,26,13615,25386,60,768,Self-Employed,Home,1,Low,1
3110,53,8040,48220,24,544,Self-Employed,Home,3,Low,0
3111,50,3128,18828,36,561,Self-Employed,Home,4,Low,0
3112,55,3360,46078,36,549,Employed,Education,4,High,1
3113,43,13789,40671,12,796,Self-Employed,Home,0,High,1
3114,30,7420,28206,36,351,Employed,Education,4,Low,1
3115,39,11292,5894,60,788,Employed,Car,1,Low,1
3116,48,11726,6265,36,441,Unemployed,Car,1,High,0
3117,43,7349,27807,12,671,Unemployed,Education,4,Low,0
3118,24,4625,36143,48,550,Employed,Education,3,Low,1
3119,40,14319,14965,60,613,Employed,Home,0,High,0
3120,39,11823,35412,48,524,Employed,Home,3,High,1
3121,62,2057,37229,24,355,Unemployed,Car,4,Low,0
3122,47,11319,37748,12,638,Employed,Car,1,Low,0
3123,54,10503,46273,24,820,Unemployed,Car,2,Low,0
3124,24,13909,23090,24,799,Unemployed,Car,0,Low,1
3125,58,7848,45102,24,783,Self-Employed,Business,3,Low,1
3126,27,12193,33041,24,463,Self-Employed,Home,1,Low,1
3127,27,4737,18374,12,740,Self-Employed,Home,3,Low,0
3128,46,7493,20375,48,432,Unemployed,Business,4,High,1
3129,46,5877,7393,36,380,Employed,Car,3,Low,1
3130,39,4282,16802,24,649,Self-Employed,Home,0,Low,0
3131,29,8786,41462,36,433,Unemployed,Home,2,Low,1
3132,40,13375,19911,36,351,Employed,Education,2,Low,1
3133,62,7508,25064,24,793,Self-Employed,Business,4,Low,0
3134,36,3431,15655,60,501,Unemployed,Education,0,Low,0
3135,37,13317,46864,36,807,Self-Employed,Business,2,Low,0
3136,42,14526,11410,60,313,Self-Employed,Business,1,Low,1
3137,33,3775,41165,48,684,Unemployed,Business,3,Low,1
3138,32,11510,25381,36,500,Self-Employed,Car,4,Low,1
3139,30,6207,38678,12,464,Unemployed,Business,1,Low,0
3140,21,13351,27970,48,432,Unemployed,Car,4,High,1
3141,52,11520,31321,48,418,Self-Employed,Business,0,Low,0
3142,50,6385,23507,60,785,Employed,Car,4,Low,1
3143,28,8351,23235,24,482,Employed,Car,2,Low,1
3144,41,5974,17863,12,757,Employed,Car,0,Low,1
3145,42,7905,49725,12,634,Unemployed,Home,4,High,0
3146,38,6677,6615,60,530,Self-Employed,Education,1,Low,1
3147,22,6465,15582,60,610,Employed,Education,0,Low,0
3148,64,10411,32338,48,302,Self-Employed,Education,0,High,1
3149,29,5302,14397,60,380,Employed,Home,4,High,0
3150,23,8945,41794,24,574,Employed,Home,4,High,1
3151,46,13058,34655,48,687,Self-Employed,Home,0,High,1
3152,41,12088,44637,48,644,Self-Employed,Business,3,High,1
3153,50,14636,48639,48,518,Self-Employed,Business,3,Low,1
3154,48,4302,23830,12,362,Self-Employed,Business,2,High,1
3155,56,14739,41080,12,739,Employed,Business,0,Low,0
3156,46,8285,13014,48,326,Self-Employed,Business,3,High,1
3157,54,14376,42787,24,680,Unemployed,Education,1,Low,0
3158,28,6966,48061,36,547,Employed,Education,0,Low,1
3159,30,5726,8216,48,453,Unemployed,Education,3,Low,1
3160,63,4042,26859,60,509,Employed,Education,4,Low,1
3161,34,10714,25053,36,321,Employed,Education,1,High,1
3162,60,12899,16222,12,318,Unemployed,Home,2,Low,1
3163,35,4998,23908,12,808,Employed,Home,3,Low,1
3164,37,9971,33693,36,728,Unemployed,Business,4,Low,0
3165,38,14113,28882,60,336,Employed,Education,1,Low,1
3166,52,2909,18603,12,706,Self-Employed,Business,1,High,1
3167,58,14729,32883,12,723,Employed,Home,2,Low,0
3168,43,6133,18340,48,637,Unemployed,Business,4,Low,0
3169,43,3880,48702,24,570,Self-Employed,Education,3,High,1
3170,55,13471,23345,60,761,Self-Employed,Education,0,Low,1
3171,59,14497,27687,48,614,Self-Employed,Education,1,Low,1
3172,35,4560,34581,24,357,Self-Employed,Home,3,High,1
3173,44,9527,42393,12,675,Employed,Business,0,Low,0
3174,48,7696,33197,24,755,Unemployed,Car,3,High,0
3175,36,5072,13292,12,706,Self-Employed,Car,3,Low,1
3176,36,14018,47273,48,684,Unemployed,Car,1,Low,0
3177,60,6476,8448,12,355,Unemployed,Car,1,High,1
3178,59,13067,24628,24,758,Self-Employed,Car,3,High,0
3179,26,13098,19678,48,774,Unemployed,Home,3,Low,1
3180,22,6489,43815,24,815,Unemployed,Education,2,High,0
3181,33,6491,31477,24,316,Unemployed,Car,0,High,0
3182,64,10736,6214,36,732,Unemployed,Car,4,Low,1
3183,29,8855,28990,12,536,Employed,Car,4,High,0
3184,54,9401,25010,12,606,Employed,Business,2,High,0
3185,37,5097,47326,24,732,Employed,Education,3,Low,1
3186,47,13817,45643,12,323,Unemployed,Car,3,High,1
